Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
f303c00e-c4d2-40bb-92fd-eae44e551add,7090815a-263d-4b9d-9e35-06f8df9ddfd2,Fully Paid,99999999,Short Term,748,902538,5 years,Rent,Buy House,14688.71,26.5,NA,6,0,3173,244750,0,0
61d73e47-c63d-404e-8984-0bc39611a4df,994cadf0-0f3e-4ca1-9f65-171ab50b572b,Fully Paid,447524,Short Term,741,2705486,10+ years,Rent,Debt Consolidation,29985.8,29,NA,9,0,485697,962984,0,0
a9300dd2-ceec-4458-a17d-f077ff2b837d,b99a249c-a1e8-4322-b109-6ad4c085abd8,Charged Off,484968,Long Term,733,1523040,8 years,Rent,Debt Consolidation,30587.72,16.8,NA,13,0,491359,1338656,0,0
d834a7f9-f3f6-4eac-9e01-31f91c245804,0ea38510-e4fa-4271-ab0d-cf0a005da8ff,Charged Off,129756,Short Term,745,1270036,1 year,Home Mortgage,Home Improvements,25675.84,26.5,NA,9,0,684893,858242,0,0
c338654b-8abf-4146-bf73-7b468c6aaca9,90ae759f-f8c8-41b7-ba0c-e0d1a334f568,Charged Off,221320,Short Term,740,860130,10+ years,Home Mortgage,Debt Consolidation,5390.11,14,21,11,1,117952,378334,1,0
77cc3555-4d3f-4bba-815d-20e4a017eee2,93035ff7-abf6-4594-b4dd-311b27fdc293,Fully Paid,66572,Short Term,747,785707,2 years,Home Mortgage,other,13618.82,8.3,NA,7,0,16302,132990,0,0
a2600a62-3c82-407d-9d49-1c779dc81698,bf18ff24-a3f4-43a6-9681-2cc2c4aa383c,Fully Paid,462792,Short Term,749,2207743,10+ years,Home Mortgage,Debt Consolidation,19869.63,24.3,NA,11,0,710334,1815682,0,0
43278925-e973-434c-8e1c-272cedb85348,30f76659-bfdf-42a3-9468-7deab5c7628c,Fully Paid,222574,Short Term,,,3 years,Home Mortgage,Debt Consolidation,19798.95,25.7,NA,11,0,81396,1847802,0,0
3108def2-ecfb-488a-a88e-0eaa5c59845f,e912ddc2-7e6b-4bdb-9789-f018e98d545f,Charged Off,752004,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,21714.15,20.1,3,11,0,572356,864028,0,0
f19bf0bf-d4eb-431a-ac99-3db0bb4d9084,287ed51c-6930-4d09-8110-f2632691d379,Charged Off,445632,Long Term,680,877059,10+ years,Rent,Home Improvements,12205.6,33.5,12,9,0,344584,701206,0,0
91d8567b-2c76-452b-8ae5-ef9d6cfce868,be7854ab-8631-4c85-ae9d-988847bcc8bb,Charged Off,219054,Short Term,723,1067154,9 years,Home Mortgage,Debt Consolidation,24455.66,15.4,29,8,0,100814,130284,0,0
a1c394ef-4242-406b-b0ee-a698261dcc1e,d3957d15-9fc0-40c6-ae93-a81dccb30018,Fully Paid,99999999,Short Term,735,799292,6 years,Rent,Debt Consolidation,15253.01,11.2,NA,6,0,195149,269984,0,0
e3f4f2eb-99c3-402d-85e6-e8df02b2464b,c0b14676-6848-4f87-b8e1-d18ebf229a98,Fully Paid,132616,Short Term,743,1527144,10+ years,Home Mortgage,Debt Consolidation,40342.32,22.4,25,16,0,159030,814770,0,0
e6c37da5-e138-4a7f-8624-a41f8ace0c66,c62a4a9f-659c-44bb-a0a8-ab18d2caa2e7,Fully Paid,590986,Long Term,613,1156511,3 years,Rent,Debt Consolidation,22060.52,14.1,NA,11,0,268926,331254,0,0
2b672154-43a1-499f-81d3-39606b5bd1f7,97c74279-0e75-4470-b870-c2549bafe481,Fully Paid,96800,Short Term,712,371564,3 years,Rent,Debt Consolidation,6874.01,14.1,65,14,0,177688,340054,0,0
a3566d3a-bdc8-4c23-973c-feefd226b294,80ac7202-710e-4b07-a850-dda14db27dd5,Fully Paid,43054,Short Term,747,490713,2 years,Rent,Debt Consolidation,8346.32,21.7,81,10,0,75962,240988,0,0
51963909-82ea-41eb-8d42-1eca761bf401,b2432894-f244-4e24-a344-651609be1420,Charged Off,321420,Short Term,7450,1542192,3 years,Home Mortgage,Debt Consolidation,12106.23,21.4,39,4,0,121657,145068,0,0
2f26f3ce-b4f4-467a-ba8b-5dea90552e36,c5396ed9-5ba7-4839-87e4-ba89d333f9e0,Fully Paid,88374,Short Term,,,2 years,Rent,Debt Consolidation,18904.81,15.8,4,14,1,50996,260128,1,0
79e51282-2ee9-4960-abf0-bed3bbcd75cd,0bfa5f34-ee9c-4366-b656-08f4540b198f,Fully Paid,483098,Long Term,698,1467978,3 years,Home Mortgage,Debt Consolidation,33396.3,16.3,NA,43,0,719283,1091552,0,0
6b516851-231f-4eda-8378-8c48208621dd,529ae1a0-365c-4f30-96c9-217b8128b4e0,Charged Off,244398,Short Term,,,4 years,Home Mortgage,Other,4844.24,13.3,NA,7,0,190456,371250,0,0
ecd1fd54-09c8-4e04-9787-3349f955e882,0089b9a3-1e98-40dd-9f2e-85aae2a6cb4a,Charged Off,423676,Short Term,,,4 years,Home Mortgage,Debt Consolidation,97671.02,19.7,33,22,0,676951,917840,0,0
ede7ae07-1cdc-43c7-8a6d-bb7d3e8abb6a,c48261ff-f75b-4e0d-acc8-d0b379f82043,Fully Paid,99999999,Short Term,747,4995328,2 years,Home Mortgage,Debt Consolidation,30471.44,14.3,NA,11,0,1046672,1702162,0,0
cd07e95c-886d-430a-944c-13dcc45b5eed,514e1564-cf7a-4b14-993e-f3a92c28975b,Fully Paid,215138,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,11380.24,18.1,66,9,1,289199,350636,1,0
7b7a2525-e8e6-4f3b-87d6-c9b69c8dcbce,0c525c1d-15ec-499e-858d-4b32a5fa8a97,Fully Paid,782408,Short Term,,,2 years,Home Mortgage,Debt Consolidation,69227.64,33.4,NA,12,0,246658,531828,0,0
f4ecb301-6f2c-4c65-a108-30b49f1450da,33fe01b7-03a2-4b28-a52a-5614a33e5cd6,Fully Paid,257554,Short Term,732,885096,8 years,Rent,Debt Consolidation,11211.14,21.6,NA,4,0,197239,302478,0,0
06ef1b35-a659-4253-bdc3-76e1094dd488,13e096cd-097c-4b51-8c32-c57776e6d263,Fully Paid,268752,Short Term,747,812364,3 years,Home Mortgage,Debt Consolidation,6654.56,15.3,NA,9,0,278103,615692,0,0
cb0da559-b34f-41d6-b888-79ea8aeb40e9,f07498c8-c9ae-463f-8c8a-2736112aff77,Fully Paid,147400,Short Term,745,2314428,4 years,Rent,Debt Consolidation,20058.3,19.8,NA,8,0,40603,528198,0,0
692048b7-ceb3-48c1-9bb5-0af960587739,7da65710-9929-40ab-b7f5-d2c2db06adb0,Fully Paid,263428,Short Term,,,7 years,Home Mortgage,Debt Consolidation,12417.64,13.6,52,5,1,82023,412984,1,0
37f29cc0-3614-44dd-a70f-1ecda4bad33d,294d2722-9e0f-45ee-a1fd-cb60925fcc3e,Fully Paid,444400,Short Term,,,1 year,Rent,Debt Consolidation,1367.24,9,NA,7,0,57494,443806,0,0
0cf89a9c-bf21-42bb-9d1d-1142a289ae5e,80a8c004-596d-42b3-8356-f5ce225b11dc,Fully Paid,387288,Short Term,740,2489988,1 year,Rent,Debt Consolidation,18571.17,11.1,NA,12,0,167276,430408,0,0
396fa57c-f2ae-4fed-a42d-83ec528e3ff8,986a9a6c-4577-46b4-8efc-79ea23c2fec5,Fully Paid,682858,Short Term,,,10+ years,Rent,Debt Consolidation,33470.4,29.5,35,7,0,482771,746306,0,0
b7979e92-3d7d-4f19-b085-2be0fc7151cf,f4786c56-1c62-41e7-9946-d9edf07d8491,Fully Paid,234762,Short Term,731,784833,2 years,Rent,Debt Consolidation,5958.21,14.1,NA,4,1,88122,123398,1,0
33ef4606-11f3-442b-9f8a-4c0757453320,a901260f-8913-4d1d-b9ae-6ac4c8ae2fda,Fully Paid,107844,Short Term,,,8 years,Home Mortgage,Debt Consolidation,16912.47,31.3,NA,12,0,239058,423896,0,0
da83d00b-2a85-4765-99c6-7cab89e8a60c,489b3039-0965-4d77-ada1-93f19f9e5e94,Charged Off,259754,Long Term,,,10+ years,Rent,Debt Consolidation,21872.04,13.1,11,13,0,209551,441144,0,0
c4468f47-b657-4786-9035-f8003dd098f7,c0144ec8-abb0-447e-8637-063a93f1a6dd,Fully Paid,264836,Long Term,703,1277066,9 years,Home Mortgage,Medical Bills,14473.44,17.2,NA,7,0,40280,249370,0,0
03b85437-a68d-4007-81e0-d9fe0700a0ad,488ad40c-c9e3-4c56-8cdc-ebb49305ce25,Fully Paid,223102,Short Term,724,1965322,4 years,Rent,Debt Consolidation,20799.68,31,NA,4,0,233472,299046,0,0
98ba0dce-2107-4176-b0d1-e09776bce3bc,4f8a034b-1384-48ec-a86d-2c0a2cfe390e,Fully Paid,748154,Short Term,668,7669160,5 years,Rent,other,12078.87,20.9,NA,7,2,46721,314556,1,1
4834089a-4824-4e2f-ab19-84bd86ac4918,359270ce-98da-4061-b44d-f0d8badb452e,Fully Paid,434896,Long Term,723,1032878,8 years,Rent,Debt Consolidation,20657.56,18.6,NA,12,1,313595,459052,1,0
6208c67e-46c8-4ec9-907d-83013f819922,1e8b7f7b-2457-4e41-a98a-81331aa0584f,Fully Paid,156552,Short Term,720,1840397,10+ years,Home Mortgage,Debt Consolidation,31440.25,19.1,45,10,0,258400,406538,0,0
0421e124-364f-4f48-9d69-71e0261c5e59,9ce42db6-b72e-47f5-a49c-74014a4a7bde,Fully Paid,132000,Short Term,713,440895,4 years,Home Mortgage,Debt Consolidation,6797.06,11.9,NA,11,0,207347,301246,0,0
dae8d93a-9fb9-46f2-b242-b915c6550df3,7a0a192b-0424-44e3-bc72-d29cda2084b6,Fully Paid,358116,Long Term,721,1507783,3 years,HaveMortgage,Take a Trip,34679.18,19,NA,7,0,760399,928774,0,0
1777c5a0-bb40-49aa-91e5-c09d119b4d46,45dcf323-b32c-4162-85c3-acaa3f2319c4,Fully Paid,224598,Short Term,,,5 years,Home Mortgage,Other,16325.94,30.5,7,22,1,107616,2009788,0,1
92774789-77e7-4725-9e4e-aeb69b8a1cf6,c3c81bcd-a37d-4b94-850b-ea17e0fc173b,Charged Off,108130,Long Term,7300,672372,2 years,Rent,major_purchase,7883.48,13.4,53,6,0,216068,674366,0,0
59802954-8d05-4c44-bbb1-2ad69e59ebc6,01c3faa5-4779-415f-99a1-2fc4e18b1ef0,Charged Off,526460,Long Term,688,1041979,3 years,Home Mortgage,Debt Consolidation,28306.96,30.8,NA,20,0,157434,197494,0,0
c548ad40-8269-48b7-beba-c44a8956acf1,8b7a6700-768d-46a2-929e-3b0053404c36,Fully Paid,608014,Short Term,709,1067686,6 years,Home Mortgage,Business Loan,16460.08,18.1,13,7,0,88084,352946,0,0
3074d7c0-e304-482b-a7a5-498ec97de3fd,3ca9889c-d8c7-4e4d-a0d0-943eddeca023,Charged Off,435864,Long Term,,,9 years,Rent,Debt Consolidation,15429.9,17.3,34,19,0,338485,928730,0,0
8739a93f-6daa-435a-b46e-5df6fc04ae0b,3219b489-52ab-4f25-81e7-cbd0fb6b1191,Fully Paid,436524,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,11100.18,20,7,17,0,364192,2652232,0,0
67a142cd-d9fe-4478-8ab1-c728a15d3af9,88e65c1a-6017-4b90-b665-cab74ecc5111,Charged Off,288354,Long Term,618,2298696,10+ years,Home Mortgage,other,33331.13,15.5,NA,18,0,657913,1429230,0,0
ac9119ac-564c-4885-a361-a4ff1898e44e,3c8fc36b-be7a-4ba3-87ed-41bb85d9c82e,Fully Paid,132462,Short Term,691,781736,10+ years,Home Mortgage,Debt Consolidation,4156.06,15.6,NA,4,1,82517,203302,1,0
1141410f-22cb-40ce-a56c-b23b0da1e6af,b5a178d9-ec6d-4135-9350-55627eabd014,Fully Paid,99999999,Short Term,747,805030,2 years,Rent,Debt Consolidation,7781.83,18.2,53,19,0,152969,487938,0,0
9bf13bba-0790-46e2-bf9c-1fe09fd293a2,f39d6f83-07b3-4776-a3b4-5a4534f41ae9,Fully Paid,99999999,Short Term,716,2197901,5 years,Home Mortgage,Home Improvements,21429.53,27.7,NA,8,1,40945,49390,1,0
02bdba08-7816-4c8b-9ecf-492ef8f89b3d,fd1688de-094b-43e1-a37c-94c0f457636d,Fully Paid,306482,Short Term,740,1134414,10+ years,Rent,Debt Consolidation,22688.28,19.6,41,12,0,194389,389400,0,0
f122a8e3-6504-4808-84f7-6dd5115dceb1,91378b9c-ca3a-4c12-a0dc-1394d30be104,Fully Paid,246620,Long Term,,,10+ years,Rent,Debt Consolidation,12994.86,32.2,NA,9,0,202559,264110,0,0
8058567c-da63-4cca-b5c3-960e04e0895a,5c206a5b-58d6-45b2-b04c-afc78fd2e626,Fully Paid,327866,Short Term,726,1359108,8 years,Own Home,Debt Consolidation,5742.18,16.2,70,11,0,164958,427306,0,0
56e5d2cb-6580-41c9-a780-6a6ab5a282d1,3b4bdfd5-04df-44b5-b4bc-a18f23d9f543,Fully Paid,99999999,Short Term,739,1029439,10+ years,Rent,Debt Consolidation,12696.18,14.5,20,13,0,76760,305426,0,0
b6b0f2b4-044f-42a0-9f36-65ebe3eb6c54,982182e0-0b3e-4129-ad3c-6fc16f4783aa,Fully Paid,99999999,Long Term,719,1090543,10+ years,Rent,Debt Consolidation,26718.18,20.9,NA,15,0,264461,407176,0,0
ca949bb3-db83-470a-b5ca-c0246ee26395,a19d9e8c-59ba-4947-b93c-d8a2fd69aa6e,Fully Paid,110044,Short Term,729,1478637,5 years,Rent,Debt Consolidation,27601.49,17,NA,16,0,364933,523600,0,0
d8c7dae6-5f81-4552-ba87-8431d48313db,81b04d9b-7d6e-40ec-b92a-263e41bd8239,Fully Paid,99999999,Short Term,748,758556,5 years,Home Mortgage,Debt Consolidation,9165.79,15.3,NA,7,1,154299,271920,1,0
5b0d7cca-1170-41c9-bc42-71894127b937,a02041a6-5e86-419c-b310-81dbc197a429,Fully Paid,131560,Short Term,740,1488479,4 years,Own Home,Buy a Car,36467.65,21.9,NA,25,0,295317,697818,0,0
3f44737a-dac7-41a3-b544-9b3d6a019ea5,05be333d-e498-4135-86bd-71f66f22046e,Fully Paid,757768,Long Term,739,4674475,9 years,Rent,Debt Consolidation,71285.72,16,3,12,0,475133,883058,0,0
f903ad65-49cc-4a87-9708-f20dc6434531,e2ff8f23-4dfe-4e67-91d6-0576fdf3d3fe,Fully Paid,109714,Short Term,744,1629744,4 years,Own Home,Debt Consolidation,4875.59,14.5,NA,6,0,188423,571142,0,0
ec81be74-9ccc-46bf-a620-81bbdeadfa73,bcfc5daa-1875-4b43-9959-326bf1f020f1,Fully Paid,111980,Short Term,722,1160520,10+ years,Home Mortgage,other,28916.29,22.5,NA,9,0,320131,685168,0,0
d88ec94a-661d-492d-9eb9-ce0d44db0401,42853f5a-caf5-4ddf-aac7-756d76c3455c,Charged Off,248402,Short Term,,,3 years,Home Mortgage,Debt Consolidation,7943.52,9.5,NA,11,0,261991,369512,0,0
4ebce8bf-7118-4b54-91f8-5f3c150a73b8,f28fdba7-d8f7-4dfa-ad9b-d0dc72626e0d,Fully Paid,774246,Short Term,736,2838543,7 years,Home Mortgage,Debt Consolidation,40685.84,20.1,NA,15,0,752590,1158784,0,0
652de026-a445-45ef-a82a-b6da05c384b2,95b045a4-d135-42c7-b8f5-c5e681fedfdd,Fully Paid,130152,Short Term,,,4 years,Home Mortgage,Home Improvements,9727.62,21.3,NA,6,0,109972,436084,0,0
cde058d5-8bee-4b66-b613-1f360e900594,5956b460-87f2-466a-8d49-338fdd1c313a,Charged Off,337436,Short Term,7300,687971,n/a,Own Home,Debt Consolidation,12326.06,17.9,14,13,0,385890,1008612,0,0
cb16ec08-63a2-419f-b423-d58556437706,86eb3c64-6f2e-4d6d-a60b-38b395d17aaa,Fully Paid,351714,Short Term,740,837235,8 years,Home Mortgage,Debt Consolidation,6551.2,9.5,NA,6,0,204858,422092,0,0
90e75e3e-5646-4c2a-8a8e-79690ac54886,09ee63a5-6cb1-4932-af98-24c383ed9ce5,Fully Paid,110462,Short Term,738,1526384,5 years,Rent,Debt Consolidation,5075.28,23.4,69,6,0,175864,245344,0,0
0028ef62-fcf0-428c-aa60-07f90290f1a0,005c1c39-6a07-45e1-8765-4371ab87ebed,Fully Paid,266926,Short Term,749,922127,6 years,Home Mortgage,Debt Consolidation,10066.58,38.3,70,17,0,234346,673332,0,0
62871b65-0c04-417b-8534-1b23633c1c2d,9163d180-dd9a-4000-898b-8048b51b9888,Charged Off,48884,Short Term,,,9 years,Rent,other,7996.72,13.8,24,11,0,157472,224554,0,0
8952572f-5e0c-4c99-8e31-0cb58f7db6f6,3b667742-8ffe-490d-98c8-36a4a320be23,Charged Off,560956,Short Term,664,1637059,5 years,Rent,Debt Consolidation,44746.33,17.6,8,13,0,380779,567446,0,0
d0046cf8-4b8c-491d-a402-0ca294dbac76,70753e1d-62a0-4b15-af37-0b714db50afe,Fully Paid,99999999,Short Term,700,1489771,6 years,Home Mortgage,Debt Consolidation,23141.24,14,1,11,0,65626,926706,0,0
e3463ee3-1a67-4a2f-b18f-867bcd9ee86a,7c56471d-9264-446c-aea9-bcc97aef3912,Fully Paid,337150,Long Term,721,1119936,6 years,Rent,Debt Consolidation,15959.05,12.5,15,9,0,166573,484594,0,0
bee35108-6ecc-4c76-a02b-fe33601724fa,06bf7420-6e3a-46c5-ae3d-0886083db6e6,Charged Off,225082,Short Term,,,8 years,Own Home,Debt Consolidation,26566.56,32.4,25,18,0,130568,1511884,0,0
6316558c-6089-4932-8c18-e03f8dd384cf,e222d43d-f599-4d55-a2b4-b2cd9fd30e69,Fully Paid,447172,Short Term,,,8 years,Own Home,Debt Consolidation,21546.38,16.5,NA,12,0,673512,1830642,0,0
4c2be772-8568-47e8-9542-8deb78c3f25c,1fc91e0a-c35a-4042-b5fb-b7e89f60146d,Fully Paid,156090,Short Term,706,1872260,10+ years,Rent,Debt Consolidation,25275.51,18.5,12,8,0,541386,698060,0,0
c779f94b-7208-4898-a667-db867b2d84f4,7fcad6e2-0549-426b-be7c-ffe7f31bdbc1,Fully Paid,172040,Short Term,748,670985,10+ years,Home Mortgage,Buy House,10847.48,14.7,NA,6,0,12901,164186,0,0
ba4d00fa-5718-41f0-a5ce-c1f004699de6,2ef213c3-9919-4851-be10-8ccacecb9a4f,Fully Paid,150788,Short Term,739,2009326,1 year,Rent,Buy House,11787.98,31,NA,4,0,51338,540320,0,0
dfe474b6-7e66-4058-ae25-916a199e92c6,a8b43ee6-0155-4e11-9a00-f19f832930ba,Charged Off,225192,Short Term,,,2 years,Rent,Business Loan,24796.71,19.7,NA,8,0,113487,238898,0,0
e4bd929f-2ef7-4c94-a208-567515d0761c,a1c84742-4e01-4a1a-ada3-029775d773a7,Charged Off,214698,Short Term,,,4 years,Own Home,Debt Consolidation,10241.19,29.9,NA,9,0,297540,648824,0,0
56dd4734-1ea7-4a3c-b5b3-034acc7b353a,acce851e-641d-4ebb-affc-45346df60602,Fully Paid,263318,Short Term,738,707085,1 year,Rent,Debt Consolidation,12962.94,14.8,18,10,0,232940,451770,0,0
3a32805a-5368-4f51-b6db-b8a6cae09c8c,7b0966e6-231c-4443-a446-cd378b51ddd6,Fully Paid,177584,Short Term,,,3 years,Home Mortgage,Debt Consolidation,19631.18,14.5,NA,12,1,270104,415316,1,0
74b9f0b3-ddee-49ef-a761-c5ccca2f7374,c0342d1a-fe13-4ccd-85ef-47eecf2d352a,Fully Paid,552750,Long Term,723,954750,10+ years,Home Mortgage,Debt Consolidation,3389.41,29.2,NA,12,1,169404,797390,0,1
13fc4176-70a2-4081-a283-18bffab15e86,97ecbf72-0752-41c3-8b1e-c1502f1df5d4,Fully Paid,99999999,Long Term,727,1857060,10+ years,Home Mortgage,Debt Consolidation,33427.08,15.3,NA,13,0,443954,580844,0,0
2974a8ed-7024-44cd-b3ae-8bb51bd253b9,525a4cbf-87dc-4623-ae8e-1641af410590,Fully Paid,762454,Short Term,695,1467484,10+ years,Home Mortgage,Home Improvements,10199.01,17.4,54,6,0,129884,674454,0,0
28d5133b-6488-4c9d-a414-cc3ca2cb7265,3878d3e2-a8d8-400d-8ae2-5b460d609913,Fully Paid,304062,Long Term,636,2344600,< 1 year,Rent,Debt Consolidation,9163.51,14.8,21,15,0,440838,743006,0,0
7d20f471-0851-498a-a645-510cd6bb8355,adb067a4-39d8-418c-a672-837f84201faa,Fully Paid,230362,Long Term,731,1013479,10+ years,Home Mortgage,Debt Consolidation,24306.7,22,NA,16,0,542735,1114234,0,0
f1ab989d-9643-44df-8180-2e6d1ef9f800,d2ce0e2b-43ae-42af-8967-2351a4d06af2,Charged Off,280588,Short Term,,,10+ years,Rent,Debt Consolidation,17005.19,15,NA,11,0,111226,163856,0,0
287bd76c-9016-4968-b1b6-d5a4e58b1be2,f1edd45a-607c-4712-b661-36435d7a753a,Fully Paid,87428,Short Term,743,692474,< 1 year,Rent,Other,7444.2,10.7,NA,15,0,106799,464882,0,0
439c64a5-08bd-42ff-bce1-eb2def1ee0b3,fcb2fe66-fe21-4afc-8c91-d67273563d26,Fully Paid,397430,Long Term,,,4 years,Rent,Debt Consolidation,17517.62,11.4,NA,9,0,351177,1213828,0,0
b8f681ba-4b88-47b1-b4b1-2bca27d951bc,3272e293-7cea-4e6d-9faf-be025b52f3a6,Fully Paid,153868,Short Term,741,2183043,9 years,Home Mortgage,Debt Consolidation,49482.08,24,38,15,0,688655,887986,0,0
57493d66-ea77-42e7-829e-c14c45a045ac,f5bfeb48-47d2-49fc-b1b0-753356004cc5,Fully Paid,99999999,Short Term,733,1381528,10+ years,Home Mortgage,Debt Consolidation,13009.49,18.4,NA,8,0,411464,622776,0,0
229f2669-16f0-435e-81a3-4b8abeb2e0f7,46da16d2-4b4f-4f73-b4ae-e6a778af2ef1,Fully Paid,132704,Short Term,746,1375391,< 1 year,Rent,Debt Consolidation,12493.07,15.5,53,11,0,129808,356158,0,0
e5ad3659-df2e-4103-a8c1-7b3cb6dec105,6cdb1de1-e420-4734-84a1-e42f9a3af7da,Fully Paid,316998,Long Term,702,836494,10+ years,Rent,Debt Consolidation,19936.7,25.6,NA,17,0,293778,499532,0,0
67a2aaa4-f9e5-4be2-b2a3-5650f2c7f2bc,6dc92657-2320-40cd-bbb0-515287fd4033,Fully Paid,387904,Long Term,,,3 years,Home Mortgage,Debt Consolidation,3782.52,22.1,NA,13,1,72238,344256,1,0
0f8e929a-5c7c-4989-ac33-5d95b6c54346,55a84bbe-5ec0-47a3-9d29-b9c3b7708e68,Fully Paid,121440,Short Term,731,749132,1 year,Rent,Debt Consolidation,17479.62,18.6,22,15,0,95456,504702,0,0
6be0b9c2-c3e1-4f3e-9dfe-bc8731c892d8,12f7d0e9-66be-4a6a-9d1b-d1e3779da118,Fully Paid,178640,Short Term,705,1292095,n/a,Rent,Debt Consolidation,12274.95,20.1,NA,4,2,140885,290246,1,1
c1d46c07-bd34-49c3-9bd2-0490743f3834,9f70483e-90ec-4f3b-a90e-21ae4ef76eb9,Fully Paid,671836,Short Term,707,1318695,< 1 year,Home Mortgage,Debt Consolidation,18022.26,21.1,31,9,0,146965,348700,0,0
9e70d3c3-c574-4452-8a64-5de5841d5c1d,7a8fcb05-e8d3-449e-8379-a1c6d2500d48,Fully Paid,588962,Long Term,678,1412897,< 1 year,Home Mortgage,Debt Consolidation,16719.24,18.5,NA,13,0,424498,785202,0,0
b37b2a63-f132-4770-8e8f-0933d6aaa5a6,c0af1fb1-7c34-46ad-bc06-b742f44c7f2e,Fully Paid,175010,Short Term,703,785973,10+ years,Home Mortgage,Debt Consolidation,9890.26,12.1,NA,5,0,182115,234036,0,0
dea9a468-5a2a-4a92-abe5-c6d3fa5e4bbb,5bc78d33-49c5-4f9a-834b-e726309106b9,Fully Paid,429440,Long Term,674,1383599,n/a,Home Mortgage,Home Improvements,11760.62,33.5,49,9,0,206853,318076,0,0
49fe1658-5f71-4979-ae4c-d8415699e0c9,4b0ad1aa-c7c6-40fb-ba30-4c19c5fd9508,Fully Paid,777084,Long Term,725,3355970,4 years,Home Mortgage,Home Improvements,26623.94,26.7,NA,13,0,3276284,145907344,0,0
bb2e38db-58ac-45c1-bfa8-647f9c6c2974,a632ac98-65e0-4871-8dcb-c78deb9a1158,Fully Paid,109582,Short Term,744,1514224,4 years,Home Mortgage,Debt Consolidation,10637.34,10.1,NA,7,0,23294,85382,0,0
c65c82c4-e246-47ad-84bd-4c74c33d0940,9ed1cd35-8374-43b8-a683-961004917032,Fully Paid,483604,Long Term,731,1213853,10+ years,Home Mortgage,Debt Consolidation,20938.76,31.3,49,17,0,310802,624800,0,0
736dddc5-2c07-4006-9186-6649d6323ad0,e821735e-ec9d-46d7-a8c6-4142629d7045,Charged Off,341308,Short Term,741,669503,4 years,Rent,Debt Consolidation,9317.22,11.4,NA,6,0,379601,646404,0,0
b37b75f9-d2bc-4d1a-8ff7-af7946497c68,7aa65e91-926c-4e4d-949c-0e63a72bb5bc,Fully Paid,152416,Short Term,747,637241,5 years,Home Mortgage,Debt Consolidation,12521.76,19.8,NA,9,1,120118,221122,1,0
400ee21a-4654-41db-afc8-6d05ff8689ac,d7f9c457-1001-4f8b-bf74-24cdb67adefc,Fully Paid,327426,Long Term,713,3676101,10+ years,Home Mortgage,Debt Consolidation,38292.79,29.8,49,13,0,429115,661628,0,0
f4f1ed99-0751-4cbe-a279-0cd3f97ed2ad,e32dd752-4b67-4d08-8a23-3970d69c0266,Charged Off,78298,Short Term,,,1 year,Rent,Debt Consolidation,16590.23,9.4,NA,8,0,237272,282656,0,0
f7d1ce01-837e-40e7-a34d-eddc2ea1fae5,d1d30005-1f5e-4aed-aa30-e56fd3d50f88,Fully Paid,77000,Short Term,711,674044,1 year,Own Home,Take a Trip,9942.32,20.2,NA,5,1,70794,160710,1,0
10570272-a54c-4128-8a1c-70c92d1cf260,144df0a2-30a3-4224-8d51-4a04563e2bd0,Charged Off,535920,Long Term,7430,1253525,5 years,Rent,Debt Consolidation,14310.99,27.5,NA,16,0,478857,2291212,0,0
a0f9bf08-64a3-42c6-bfcd-2d9ec0588f95,4d35c0ce-d663-4b9f-a2ee-fe39e6006659,Fully Paid,266068,Short Term,,,3 years,Home Mortgage,Home Improvements,2970.46,20.7,52,13,2,97717,241758,1,1
03af3c32-d87b-4482-8e1e-2ba13b4907e2,4b22d634-71bf-4e1e-8db9-27d9571a7e63,Fully Paid,553916,Long Term,594,2009174,3 years,Home Mortgage,Debt Consolidation,29451.14,27.8,NA,10,0,579443,680460,0,0
e1b3b671-777d-473e-9f0b-94df68248e2b,15ada1d7-0ee1-462f-9623-2de3a0da2ea5,Fully Paid,349932,Short Term,721,3602153,10+ years,Home Mortgage,other,16029.54,20,15,17,0,68989,275462,0,0
7a833e82-c8b4-4eff-8e03-e641458d3791,2f084f8f-afbd-44d2-939d-c914fbe9b62a,Charged Off,134992,Short Term,728,437209,2 years,Rent,Debt Consolidation,9691.33,7.7,NA,5,0,102315,180048,0,0
dfa6adf0-6320-44eb-80d2-c3afab706743,6491a9a1-488c-4d4b-8fd4-cd7362f5b318,Fully Paid,765226,Short Term,726,2643508,8 years,Home Mortgage,Debt Consolidation,34806.1,8.6,NA,9,0,484937,754710,0,0
3fb18209-f893-43ff-b4e3-91f536bde35a,dc327cb6-0187-492e-966d-6fc1882ba662,Fully Paid,122870,Short Term,687,2548432,4 years,Home Mortgage,other,52667.62,13.5,50,17,0,363318,585926,0,0
2960cd4a-be43-4b0e-ae1f-abe5a8cec0ea,b40f89f8-aa26-4fe6-bc2d-756562001ac2,Charged Off,218702,Long Term,7170,576992,< 1 year,Rent,Debt Consolidation,9087.51,16,64,11,0,251522,469722,0,0
